section,gene,p_adj
C6,ALDH16A1,0.1569312948236573
C6,ALG3,0.4767815069895744
C6,ANGPTL4,1
C6,ANKLE2,0.4087292266785593
C6,ANKRD12,1
C6,ANKRD28,0.17989702921335682
C6,ANLN,0.03740255510032198
C6,ANO10,1
C6,AP5B1,1
C6,AP5Z1,0.14696354070059472
C6,APBA2,0.018723515758289642
C6,APBB2,1
C6,APOBEC3G,0.3903262980761947
C6,APOC1,1.023512745983333e-4
C6,AQP1,1
C6,ARF5,0.5617457502296079
C6,ARF6,0.007191724158550017
C6,ARFGEF2,0.7712983460167193
C6,ARHGAP10,1
C6,ARHGAP4,1
C6,ARHGAP45,1
C6,ARHGAP5,1
C6,ARHGEF10L,1
C6,ARHGEF3,0.38659611974944563
C6,ARHGEF40,1
C6,ARID1B,1
C6,ARID3A,0.5819288730621909
C6,ARID4A,1
C6,ARID5A,1
C6,ARID5B,0.04696610361507591
C6,ARNT,1
C6,ASCL2,1
C6,ASH2L,0.07104332065718028
C6,ASL,1
C6,ASMTL,1
C6,ASNA1,0.001242361428213819
C6,ASNS,1
C6,ATAD1,0.29003261299901495
C6,ATF6B,0.18157402988916585
C6,ATG12,1
C6,ATG16L2,1
C6,ATL2,0.2589019361555516
C6,ATP5H,0.14327899784579542
C6,ATP5O,0.22395845538634493
C6,ATP6AP1,0.0013833303911667061
C6,ATP6V0D1,0.2263802705567518
C6,AURKAIP1,0.14298712801611196
C6,AVEN,0.9810080900512508
C6,BABAM1,0.02804178322696273
C6,BAD,0.008366970263249252
C6,BAG1,0.5358776093202422
C6,BAIAP3,0.27971591185126743
C6,BCAM,2.7708407680093986e-7
C6,BCL2,1
C6,BCL2L12,0.44894565817103393
C6,BGN,1.378130820650013e-4
C6,BICDL1,0.4775703084492417
C6,BIN3,1
C6,BIRC2,1
C6,BIRC5,0.01801075854602681
C6,BLVRA,0.6006150698349566
C6,BOK,0.28301814613914716
C6,BOLA3,1
C6,BRD9,1
C6,BRF1,0.060229138823123696
C6,BRF2,1
C6,BRK1,1.182817320284986e-5
C6,BRPF1,1
C6,BSG,1.182817320284986e-5
C6,BST2,0.02501828366737161
C6,BTG1,0.0675377449366747
C6,C10orf10,1
C6,C10orf54,0.0722066735063502
C6,C12orf45,1
C6,C15orf61,1
C6,C19orf24,0.04340499035848044
C6,C19orf52,0.030929099712487914
C6,C19orf60,0.22310715439278125
C6,C1QB,1.0558364622156063e-5
C6,C1R,0.25121867764515815
C6,C1S,0.3340585739431392
C6,C1orf216,1
C6,C2,0.1457358292677524
C6,C2CD2L,1
C6,C3,0.09298273376701041
C6,C4orf48,2.2625178686049244e-4
C6,C5orf38,1
C6,C6orf136,1
C6,C6orf48,0.047031658731544995
C6,CADM4,0.003590997763415829
C6,CALML5,1
C6,CAMTA2,0.4153402582049684
C6,CAPG,0.01381483139094857
C6,CARS2,1
C6,CBLC,1
C6,CCDC106,0.09301993322894266
C6,CCDC167,0.05131145794850789
C6,CCDC57,0.25121867764515815
C6,CCDC80,1
C6,CCDC88B,0.12214709852001876
C6,CCL19,0.5819288730621909
C6,CCL2,0.4087292266785593
C6,CCL21,0.598877221782309
C6,CCM2,0.007985464630256418
C6,CCNB1,1
C6,CCNB1IP1,0.37784655274503054
C6,CCNE1,0.4394614129930621
C6,CCNE2,0.04327946347807871
C6,CCS,0.19274267070932724
C6,CCT4,0.0870680625298436
C6,CD14,0.17647789020225055
C6,CD320,0.8349769038663103
C6,CD3D,0.8240290726890169
C6,CD4,1
C6,CD52,0.2576587193114563
C6,CD68,0.01972989925926975
C6,CD74,6.984370166812404e-5
C6,CD79A,0.004978341842705993
C6,CDC20,0.07381343923773845
C6,CDC6,1
C6,CDH11,0.15095599303668444
C6,CDH3,1
C6,CDK5RAP1,1
C6,CENPF,0.4834401153888051
C6,CEP250,1
C6,CEP55,1
C6,CERCAM,1
C6,CERS5,0.49727729813987187
C6,CES2,1
C6,CFAP36,1
C6,CFDP1,1
C6,CGGBP1,0.001134614251177429
C6,CHCHD6,1
C6,CHD1,1
C6,CHD6,0.21052525198085126
C6,CHFR,1
C6,CHST11,0.9250293530617717
C6,CIR1,1
C6,CLASRP,1
C6,CLDN3,1.5854870866722977e-7
C6,CLDN4,2.6972249132573365e-6
C6,CLU,0.35790937682413254
C6,CNN2,5.158653014827942e-6
C6,COL14A1,1
C6,COL3A1,0.003963166045875307
C6,COL4A1,1
C6,COL6A2,0.010887373766428622
C6,COL8A2,0.692068760953187
C6,COMMD1,0.1785743346107885
C6,COMP,8.035613028065644e-5
C6,COPS7A,0.6945157372077035
C6,COQ4,0.02288305421485107
C6,CORO1A,1
C6,CORO1B,0.01691837803267074
C6,CORO2A,0.8006729994301217
C6,CORO7,0.8067961404304343
C6,COX5A,0.31021401648312935
C6,CPNE1,0.0010780723755653171
C6,CPSF1,0.05378588664516993
C6,CPVL,1
C6,CRABP2,7.240253742627892e-4
C6,CRACR2B,0.7068257074707714
C6,CRELD2,1
C6,CROCC,1
C6,CSF1,1
C6,CSF1R,0.22179914006068707
C6,CTDSPL,1
C6,CTIF,1
C6,CTSK,0.2451152001025047
C6,CTU2,1
C6,CUTC,0.536316872509991
C6,CUX1,0.5585443180405747
C6,CX3CL1,0.04850162081299078
C6,CXCL10,1
C6,CXXC5,0.024006611715713496
C6,CYP27A1,1
C6,DAPK3,3.864819401785437e-5
C6,DCAF6,0.39552384085837466
C6,DCXR,0.01796436820978054
C6,DDAH1,0.09927111540339913
C6,DDB2,1
C6,DDIT3,1
C6,DDRGK1,0.02242512702821868
C6,DDT,0.02804178322696273
C6,DEAF1,0.3037074695669935
C6,DENND1A,1
C6,DERL3,4.037936023679412e-4
C6,DESI1,1
C6,DHX16,0.9841838105807824
C6,DLG1,1
C6,DMAP1,0.015695367466354863
C6,DNAJB2,0.005956883950713318
C6,DNAJC1,1
C6,DNAJC7,0.9644828880205882
C6,DOCK6,0.1978476745507649
C6,DPH3,0.4394614129930621
C6,DPM2,0.07104332065718028
C6,DPP7,0.012938630033978243
C6,DPP9,0.13394032776634318
C6,DPYSL3,0.030929099712487914
C6,DVL1,0.8525596310633409
C6,EBAG9,1
C6,ECHDC2,0.49865982813958537
C6,ECM1,0.14761895091770166
C6,EFEMP2,1
C6,EFHD2,1
C6,EGFR,0.5705018558807202
C6,EIF1AD,1
C6,EIF3B,8.496257526045281e-4
C6,EIF3F,1
C6,EIF3G,0.056377911233746955
C6,ELN,1
C6,ELOF1,0.017706666976442246
C6,EMC3,0.35790937682413254
C6,ENPP1,1
C6,EPHB3,0.9946223248189606
C6,ERAL1,0.02518274064288876
C6,ERBB2,3.0003200790509324e-7
C6,ERI3,0.0021882113427694845
C6,ERMP1,1
C6,ESR1,1
C6,ETFB,0.0052419776457299574
C6,EVA1B,1
C6,EXD3,1
C6,EXO1,1
C6,EXOC5,0.02877412079529888
C6,EXOSC1,0.06256368862350133
C6,EXOSC10,0.06231506617247153
C6,EXOSC2,1
C6,EZH2,1
C6,FAAH,0.03435119569920901
C6,FADS2,8.888648873283189e-5
C6,FAH,1
C6,FAIM2,0.20808339195227438
C6,FAM102A,1
C6,FAM117A,0.7233241185950341
C6,FAM118A,1
C6,FAM160B1,1
C6,FAM173A,0.013888934832416851
C6,FAM193B,0.46021688601349964
C6,FAM213B,1
C6,FAM3A,1
C6,FAM45A,1
C6,FAP,1
C6,FARP1,0.0017430107459470328
C6,FARSB,0.02250458331508458
C6,FASN,6.771681782835212e-5
C6,FBF1,1
C6,FBLN2,0.12701847236545896
C6,FCER1G,0.5895150096698238
C6,FDPS,0.0011660180485295012
C6,FGFR1,0.002254716072890134
C6,FGFR4,0.40011772562818076
C6,FKBP10,0.056327820588330926
C6,FKBP8,0.0031902819067424664
C6,FLNA,4.856724909748917e-8
C6,FN1,0.002325942746582803
C6,FNBP4,0.7721434578256493
C6,FOXA1,8.307149817470973e-5
C6,FOXC1,1
C6,FOXP4,0.007734892735854633
C6,FSTL1,1.9501355334732443e-7
C6,FSTL3,0.21052525198085126
C6,FUOM,1
C6,FUS,1.182817320284986e-5
C6,FZD2,0.0036532147408083137
C6,GALK1,1
C6,GANAB,0.04850162081299078
C6,GAR1,1
C6,GAS6,0.974105839824345
C6,GATA3,0.14298712801611196
C6,GATC,0.05378588664516993
C6,GBP1,0.7226071000132255
C6,GBP2,1
C6,GBP3,1
C6,GBP4,1
C6,GBP5,1
C6,GEMIN4,1
C6,GLCCI1,0.04460927944104549
C6,GLG1,0.04385926607979936
C6,GLTSCR2,0.21052525198085126
C6,GMFG,0.1366498135232806
C6,GMPPA,0.6068523193441865
C6,GNAI2,0.00762268910691494
C6,GNAS,2.990305079937189e-7
C6,GNL2,1
C6,GPR108,1
C6,GPR160,1
C6,GPRC5A,0.012657164234897314
C6,GPS1,8.035613028065644e-5
C6,GPSM1,0.2947195298304977
C6,GPX3,0.02641620860846984
C6,GRB7,2.8769163523715593e-5
C6,GRK3,1
C6,GSK3A,0.003971554331715021
C6,GSTM3,1.1377784003313277e-4
C6,GYPC,1
C6,HAGHL,1
C6,HCFC1R1,0.0022429454359584947
C6,HCST,1
C6,HDAC5,1
C6,HDAC6,1
C6,HELZ2,0.0014602593034221977
C6,HES1,0.05678846861443785
C6,HLA-B,1.2232290919007356e-4
C6,HLA-DMA,1
C6,HLA-DMB,0.3835507879364577
C6,HLA-DOA,0.5819288730621909
C6,HLA-DPA1,0.08398197480760906
C6,HLA-DPB1,0.8178817997838688
C6,HLA-DRA,0.024308871366097575
C6,HLA-DRB1,0.2616622450821517
C6,HMGB2,0.08557572999034296
C6,HNRNPUL2,0.014034801910293587
C6,HOOK3,0.2661659692769172
C6,HPS6,1
C6,HSD17B1,1
C6,HSPA4,0.4129820709289701
C6,HSPB1,0.0022429454359584947
C6,HSPB11,0.49727729813987187
C6,HYI,0.22998412268576143
C6,IDH3G,1
C6,IDUA,1
C6,IER5L,0.0015770604338143223
C6,IFI27,6.741124783923024e-8
C6,IFI27L1,1
C6,IFI44L,0.21436194412137707
C6,IGFBP2,3.654904676287081e-5
C6,IGFBP4,0.8603097650735753
C6,IGHA1,1.182817320284986e-5
C6,IGHG3,3.2223351879622976e-7
C6,IGHG4,0.11812676795617513
C6,IGHM,0.01881004810743284
C6,IGKC,1.8982848552709666e-9
C6,IGLC2,4.239668013066401e-6
C6,IGLC3,0.004436625773955196
C6,IGLC7,1
C6,IKZF3,0.10842943816403561
C6,IL10RA,1
C6,ILKAP,0.33194387096962763
C6,INAFM1,1
C6,INPP4B,0.09927111540339913
C6,INPP5D,1
C6,INPP5J,1
C6,INTS8,1
C6,ISG15,0.0022762106982366056
C6,ISLR,0.8006729994301217
C6,ITGA5,0.1879933333670623
C6,ITGB4,0.01691837803267074
C6,ITGB6,0.051562424463403915
C6,ITSN1,1
C6,JAG2,1
C6,JAK1,0.0013198449468694708
C6,JAK3,1
C6,JCHAIN,0.9142315408823212
C6,JMJD6,1
C6,KAT6B,1
C6,KATNA1,1
C6,KCNAB2,0.9841838105807824
C6,KCTD10,1
C6,KDM4B,0.013330377102019723
C6,KIAA0895L,0.25121867764515815
C6,KIAA1211L,1
C6,KIAA1217,0.14298712801611196
C6,KIAA1468,0.05314398523647248
C6,KIAA1715,1
C6,KIF13B,0.17878144690214806
C6,KIF2C,1
C6,KLF9,1
C6,KMT2B,0.05272382919287579
C6,KMT2E,1
C6,KPNB1,0.014034801910293587
C6,KRAS,0.37784655274503054
C6,KRT10,0.17765612299860528
C6,KRT17,1
C6,KRT5,1
C6,KRT8,0.0012394675549480534
C6,KRT86,0.007264054203993681
C6,LAMB2,1
C6,LAMTOR2,0.050393202487805086
C6,LANCL1,1
C6,LARP1B,1
C6,LARP7,1
C6,LCK,1
C6,LCP1,5.158653014827942e-6
C6,LGALS1,4.367069489378891e-4
C6,LIMCH1,0.02877412079529888
C6,LIMK1,0.09050083566309142
C6,LINC00176,0.14696354070059472
C6,LINGO1,1
C6,LLGL1,1
C6,LMF1,1
C6,LMNA,0.0011860665104945003
C6,LRRC8A,0.08833420090789297
C6,LRWD1,0.0969984461375291
C6,LST1,1
C6,LTB4R,0.9168170310294259
C6,LTBP3,3.6579707996166356e-5
C6,LTF,1
C6,LUC7L,0.11673977450595889
C6,LUC7L3,4.3411432522988955e-4
C6,LUM,0.09922315204327276
C6,LYL1,1
C6,MAGEF1,0.007734892735854633
C6,MAGI1,1
C6,MAGOHB,0.7450369154246246
C6,MAP1S,1
C6,MAP3K14,1
C6,MAP3K6,1
C6,MAP4K2,0.9492960214630574
C6,MAPK9,1
C6,MAPKAPK5,0.5004034936020314
C6,MARS,0.02524526375419312
C6,MAVS,1
C6,MCTS1,1
C6,MDM2,1
C6,MED13L,1
C6,MED25,0.31021401648312935
C6,MELK,1
C6,MEN1,1
C6,METTL12,1
C6,METTL16,0.49727729813987187
C6,MFAP4,0.8096012274628046
C6,MFSD3,0.09746106463022454
C6,MFSD7,1
C6,MGMT,0.3022307226640857
C6,MGP,5.733092655549755e-5
C6,MIB2,1
C6,MICAL1,0.5004034936020314
C6,MICALL2,1
C6,MID1IP1,0.006532708939888097
C6,MIF,0.10129471683284055
C6,MIIP,0.9390730114500627
C6,MKI67,0.06661974609222912
C6,MKNK1,0.4767815069895744
C6,MLLT4,0.2646032198055857
C6,MLPH,0.002274535633932145
C6,MLST8,0.007326897743724178
C6,MMP11,0.07535655867464208
C6,MMP9,1
C6,MORC2,0.05778387198913794
C6,MPND,0.2432186744697495
C6,MPST,0.010887373766428622
C6,MRPL2,1
C6,MRPL21,0.33696599174292236
C6,MRPL23,1
C6,MRPL51,0.0597961539083156
C6,MRPL54,0.21052525198085126
C6,MRPS22,1
C6,MS4A6A,0.5677761928466825
C6,MST1R,1
C6,MTG2,0.8178817997838688
C6,MTMR12,0.20808339195227438
C6,MUC1,0.032442333896772035
C6,MUCL1,4.367069489378891e-4
C6,MUS81,0.2242298459883154
C6,MVP,0.0356826743979002
C6,MX2,0.3995067918900474
C6,MYBL2,0.5585443180405747
C6,MYC,0.19809625424398367
C6,MYH10,0.10805414236734784
C6,MYL12B,1.1637108519685859e-4
C6,MYL6B,0.511130531735092
C6,MYL9,2.2706944698874304e-6
C6,MYO1G,1
C6,MYO9B,0.07381343923773845
C6,MZT2A,0.029300256584344927
C6,NAA10,1
C6,NANS,0.5585443180405747
C6,NAT1,1
C6,NCKAP1L,1
C6,NCKAP5L,0.513992147091267
C6,NDC80,1
C6,NDRG1,1
C6,NDUFA1,0.09927111540339913
C6,NDUFA12,0.00266225427537386
C6,NDUFB2,1.2232290919007356e-4
C6,NDUFB3,0.5295461185944377
C6,NDUFB9,2.0512696623671376e-6
C6,NDUFC1,1
C6,NDUFS1,1
C6,NDUFV3,0.014491751441705981
C6,NEBL,1
C6,NEK7,1
C6,NELFE,0.10306898140604011
C6,NFATC4,0.0317487700088504
C6,NFIC,0.10175188621533472
C6,NINJ1,6.74298027732359e-4
C6,NIT2,0.8226675530930067
C6,NMRAL1,8.558748530332091e-4
C6,NR1H2,0.20643583612413513
C6,NR4A1,1
C6,NRP1,1
C6,NSMCE1,1
C6,NTMT1,0.6685663367971681
C6,NUF2,1
C6,NUP214,0.4220809393070444
C6,NUP93,0.005516353480934947
C6,NXN,1
C6,OASL,1
C6,OGFRL1,1
C6,OPTN,1
C6,ORC2,0.07708935458267974
C6,ORC6,1
C6,OSBPL8,0.3903262980761947
C6,P4HA2,1
C6,PAF1,1
C6,PAFAH1B3,0.5579659529247514
C6,PAQR4,0.36237773368180565
C6,PARN,1
C6,PCCB,0.19170007571883038
C6,PCIF1,0.05378588664516993
C6,PDCD5,1
C6,PDGFRA,1
C6,PDGFRB,1
C6,PER1,1
C6,PEX11G,1
C6,PEX14,1
C6,PGLS,0.5682656207444635
C6,PHF11,1
C6,PHF13,1
C6,PHF21A,1
C6,PHGDH,1.378130820650013e-4
C6,PHKB,0.4767815069895744
C6,PIGQ,0.021482616281797307
C6,PIH1D1,0.5686378805999983
C6,PILRA,0.014542737307285974
C6,PIM2,1
C6,PITX1,1
C6,PKNOX1,1
C6,PLAC9,1
C6,PLEKHO2,0.3391023012257638
C6,PLIN2,1
C6,PLK1,1
C6,PLK2,0.28137072229751314
C6,PLLP,0.19757727007628995
C6,PLP2,1
C6,PLPPR2,0.6745887280275532
C6,PLSCR1,1
C6,PLTP,0.2706865232155945
C6,PLVAP,1
C6,PLXNA1,0.0317487700088504
C6,PLXND1,0.5705018558807202
C6,PMP22,1
C6,PNISR,1
C6,PNMT,1.2484149672770592e-4
C6,PNP,1
C6,PNPLA6,1
C6,PODNL1,1
C6,PODXL,0.651410674103124
C6,POLR2E,0.004168357504500401
C6,POLR2J,4.2835435602414103e-5
C6,POR,0.10240662475742299
C6,POSTN,0.01872679905355163
C6,PPHLN1,0.10186766846929342
C6,PPIB,0.0019430955471633497
C6,PPIH,0.5082896475102109
C6,PPM1G,0.009460228701944627
C6,PPP1R1A,0.02129334450142438
C6,PPP1R1B,0.0022429454359584947
C6,PPP1R37,1
C6,PRKAB1,0.02129334450142438
C6,PRKCSH,1.2232290919007356e-4
C6,PROSER1,0.04696610361507591
C6,PRPF6,0.04460927944104549
C6,PRPSAP1,1
C6,PSCA,1
C6,PSMD4,0.11176216541152363
C6,PSTPIP1,1
C6,PTGDS,0.11948482865075113
C6,PTOV1,1.023512745983333e-4
C6,PTP4A3,0.1117422614590368
C6,PTPRC,1
C6,PTPRJ,0.41645241263794097
C6,PTRF,0.02804178322696273
C6,PTRH1,1
C6,PTTG1,1
C6,PUS3,1
C6,PWP1,0.13394032776634318
C6,PWWP2B,0.07104332065718028
C6,PXDN,0.21736191052112155
C6,PYURF,1
C6,QSOX1,8.13174791317093e-5
C6,R3HDM2,0.1651242596646971
C6,RAB11FIP1,1
C6,RAB3A,0.6702548868562018
C6,RAB3GAP1,0.44431397857067845
C6,RAB3IL1,1
C6,RABGAP1L,0.008340701952171238
C6,RALBP1,1
C6,RALGAPA2,1
C6,RAMP2,1
C6,RAP1B,1
C6,RARS2,1
C6,RASA2,0.11176216541152363
C6,RASGRP2,1
C6,RASSF3,1
C6,RBL1,1
C6,RBM42,0.03664231206031417
C6,RECQL4,1
C6,RECQL5,0.09927111540339913
C6,REEP6,1
C6,RGS1,0.974105839824345
C6,RHOB,0.03179347323940159
C6,RIOK1,0.7324829487791802
C6,RMND1,1
C6,RNASET2,0.005584391575926215
C6,RND3,0.21052525198085126
C6,RNF135,0.21736191052112155
C6,RNF170,1
C6,RRAS,1
C6,RRM2,0.0022762106982366056
C6,RSL1D1,1
C6,RSRP1,0.3995067918900474
C6,RUVBL1,1
C6,S100A14,1
C6,S100A9,0.0040602738171931
C6,SAMM50,0.5953147592522652
C6,SASH1,0.010887373766428622
C6,SAT1,8.219459459154766e-6
C6,SCAF1,0.03716358036864036
C6,SCD,0.0011660180485295012
C6,SCNN1D,1
C6,SCX,0.28301814613914716
C6,SDHB,1
C6,SEC14L2,1
C6,SEC23A,0.3420504613520726
C6,SEMA3B,1
C6,SEMA4B,0.0035040757846288824
C6,SF3B4,0.004572584966545859
C6,SFSWAP,1
C6,SGTA,6.527990622207154e-6
C6,SH3BP5L,1
C6,SIGLEC1,1
C6,SIGMAR1,0.14327899784579542
C6,SLC16A2,1
C6,SLC16A3,0.08703808840983336
C6,SLC22A18,1
C6,SLC25A24,0.024929148181749065
C6,SLC2A1,1
C6,SLC2A8,0.24806732969462036
C6,SLC35A2,0.3815971789179439
C6,SLC39A6,0.001242361428213819
C6,SLC43A1,1
C6,SLC4A5,1
C6,SLC8B1,0.3206022566598769
C6,SLC9A3R2,0.015970386277263916
C6,SLC9A8,0.2609687586780902
C6,SLFN13,1
C6,SLPI,1
C6,SMCHD1,1
C6,SMG9,0.31021401648312935
C6,SMYD2,0.536316872509991
C6,SNAPC3,1
C6,SNF8,0.03435119569920901
C6,SNRPD3,3.838305636262091e-4
C6,SNTA1,1
C6,SNX33,1
C6,SNX8,0.020733285446695553
C6,SOD3,0.013085286112821832
C6,SOS2,1
C6,SOX4,0.018797427383161456
C6,SP6,1
C6,SPAG9,1
C6,SPARC,0.047741516893199894
C6,SPIN1,0.2495119677500203
C6,SPSB1,0.5827940223998503
C6,SRGN,1
C6,SRPX2,1
C6,SRR,0.06256368862350133
C6,SRRT,0.07784433962771822
C6,SRSF1,0.21052525198085126
C6,SRSF5,0.005789976922866589
C6,SSSCA1,0.3995067918900474
C6,STAMBP,1
C6,STAT5A,0.8603097650735753
C6,STK17A,0.5473802506803491
C6,STK4,1
C6,STMN1,1.665839365453159e-5
C6,STRN3,1
C6,STT3A,1
C6,SUGP1,1
C6,SURF1,0.4394614129930621
C6,SVIL,0.6953141856227564
C6,SYDE1,1
C6,SYK,1
C6,TACC3,1
C6,TANC2,0.4608918391464226
C6,TARBP1,0.974105839824345
C6,TAX1BP1,0.974105839824345
C6,TAX1BP3,0.3742203684712791
C6,TBC1D10A,0.649782021000176
C6,TBC1D23,1
C6,TBCA,1
C6,TBXAS1,1
C6,TCEA2,0.21052525198085126
C6,TCEA3,1
C6,TCF25,0.0015058005641135123
C6,TDRD3,1
C6,TESK1,0.013420876471299399
C6,TESMIN,1
C6,TEX10,1
C6,TEX2,0.1686054508985093
C6,TFF3,2.990305079937189e-7
C6,TGFBR2,1
C6,THBS1,0.007880289493672471
C6,THOC5,1
C6,THOC6,1
C6,TIGD5,0.5827940223998503
C6,TIMP1,0.007264054203993681
C6,TJP3,1
C6,TM7SF2,0.0019002280926993676
C6,TMBIM6,1.1873953797269389e-4
C6,TMEM101,1
C6,TMEM123,0.010189885926741913
C6,TMEM14B,0.4665283640403855
C6,TMEM160,0.0017430107459470328
C6,TMEM184A,0.05453072933897812
C6,TMEM259,0.037836397747124835
C6,TMEM45B,1
C6,TMEM86A,0.01570198695491104
C6,TMX1,1
C6,TNC,0.020580559833843833
C6,TNFRSF14,1
C6,TNFRSF21,1
C6,TNFRSF4,1
C6,TNNT1,0.047031658731544995
C6,TOM1L2,0.8096012274628046
C6,TP53I3,1
C6,TPM2,0.019251023017697894
C6,TRAC,1
C6,TRAF5,0.15095599303668444
C6,TRAP1,0.07647460714894395
C6,TRAPPC4,0.5953157926119504
C6,TRIM14,0.20902334197518113
C6,TRIM22,0.2681805867913649
C6,TRIM25,1
C6,TRIM47,1
C6,TSPAN33,1
C6,TSR2,1
C6,TTC31,1
C6,TTI1,1
C6,TXN2,0.0192898150473377
C6,TXNDC17,0.017175114331620986
C6,TXNRD2,0.1366498135232806
C6,TYMS,0.13394032776634318
C6,TYROBP,0.07647460714894395
C6,UBA52,5.158653014827942e-6
C6,UBA6,0.6611162898405331
C6,UBAP2L,0.0014602593034221977
C6,UBE2C,1
C6,UBE2T,0.11025232591502891
C6,UBE2W,1
C6,UBL7,0.07381343923773845
C6,UBR2,1
C6,UBXN1,1
C6,UCK1,0.010974347703542055
C6,UFD1L,0.04812982133138493
C6,UQCRC1,0.0014727476090276225
C6,UXS1,0.1117422614590368
C6,UXT,0.5033306844186125
C6,VARS,0.7392754010246152
C6,VAV1,1
C6,VCAM1,1
C6,VEGFB,0.14327899784579542
C6,VIM,0.05143102027532141
C6,VPS13D,1
C6,VPS45,1
C6,VWF,0.974105839824345
C6,WDFY3,0.974105839824345
C6,WDR13,1
C6,WDR34,0.07104332065718028
C6,WDR46,0.025693569178331873
C6,WDR73,0.9152359181686063
C6,WDR74,0.04047089756232332
C6,WIPF1,1
C6,XAB2,0.024006611715713496
C6,XIAP,1
C6,XPO6,0.7403032760962186
C6,YIPF4,1
C6,YTHDC1,0.19632814916531557
C6,ZDHHC12,0.0013198449468694708
C6,ZFAND3,0.20713064756493266
C6,ZFP36,0.2242298459883154
C6,ZFPL1,1
C6,ZFR,1
C6,ZG16B,1
C6,ZMAT5,0.07802357806695656
C6,ZMYND19,1
C6,ZMYND8,0.5819288730621909
C6,ZNF217,1
C6,ZNF337,0.07802357806695656
C6,ZNF33B,1
C6,ZNF362,0.22104565508555932
C6,ZNF524,1
C6,ZNF592,0.9295992220535805
C6,ZNF644,1
C6,ZNF668,0.08529430803673041
C6,ZNF771,1
C6,ZNF787,0.18581988841284047
C6,ZNF791,1
C6,ZNF83,1
C6,ZNF91,0.1441318601135656
C6,ZNRF1,1
C6,ZSWIM8,0.06661974609222912
D1,A2M,0.0011384392613305692
D1,AAMDC,1
D1,ABCA3,1
D1,ABCA7,1
D1,ABCF3,0.04408003257818209
D1,ABHD14A,1
D1,ABHD4,0.11645476704703275
D1,ACAA1,1
D1,ACER3,0.402879486412138
D1,ACTR3B,0.67507747626201
D1,ADAM15,1.9805737376733978e-8
D1,ADCY3,1
D1,ADI1,0.05335408266140063
D1,AEBP1,2.9913854359787507e-9
D1,AES,2.2801437153871142e-8
D1,AGAP2,0.5132161193610996
D1,AGO2,0.21389082711985558
D1,AGPAT2,0.007809370317387355
D1,AGR2,0.017993466591305747
D1,AHCY,0.0032060655494236985
D1,AKAP9,1
D1,AKR1A1,1
D1,AKT1S1,0.023720238559515747
D1,ALDH16A1,1
D1,ALG3,1
D1,ANGPTL4,1
D1,ANKLE2,0.4070905213502625
D1,ANKRD12,1
D1,ANKRD28,1
D1,ANLN,0.1291915829013172
D1,ANO10,1
D1,AP5B1,1
D1,AP5Z1,1
D1,APBA2,1
D1,APBB2,0.16355438265179725
D1,APOBEC3G,1
D1,APOC1,0.5334729776301353
D1,AQP1,1
D1,ARF5,1
D1,ARF6,0.045521694971583586
D1,ARFGEF2,1
D1,ARHGAP10,1
D1,ARHGAP4,1
D1,ARHGAP45,0.34256997867861644
D1,ARHGAP5,1
D1,ARHGEF10L,1
D1,ARHGEF3,1
D1,ARHGEF40,1
D1,ARID1B,1
D1,ARID3A,1
D1,ARID4A,1
D1,ARID5A,0.5799614456357657
D1,ARID5B,1
D1,ARNT,0.009488161013744474
D1,ASCL2,0.043747226583481034
D1,ASH2L,0.11107846642394986
D1,ASL,0.11324343845274176
D1,ASMTL,1
D1,ASNA1,1.6511677609295736e-5
D1,ASNS,1
D1,ATAD1,1
D1,ATF6B,0.2898591679196171
D1,ATG12,0.13497382836509955
D1,ATG16L2,1
D1,ATL2,0.13552274616544294
D1,ATP5H,0.003995670661367786
D1,ATP5O,1
D1,ATP6AP1,0.021681248067879688
D1,ATP6V0D1,0.07040464211714823
D1,AURKAIP1,1
D1,AVEN,1
D1,BABAM1,1
D1,BAD,0.0020555840456367032
D1,BAG1,0.575296351899816
D1,BAIAP3,1
D1,BCAM,0.0020108185947887982
D1,BCL2,1
D1,BCL2L12,1
D1,BGN,0.007946212152661242
D1,BICDL1,1
D1,BIN3,1
D1,BIRC2,0.05422115871007876
D1,BIRC5,0.20100446371845532
D1,BLVRA,1
D1,BOK,0.014502687263212985
D1,BOLA3,0.24715725741174385
D1,BRD9,0.1959388288527024
D1,BRF1,0.04926266189131761
D1,BRF2,2.5644118556447788e-5
D1,BRK1,0.07231853858343308
D1,BRPF1,1
D1,BSG,8.167905396277609e-8
D1,BST2,0.004401794453866616
D1,BTG1,0.01240202044716892
D1,C10orf10,1
D1,C10orf54,1
D1,C12orf45,0.5575263215701423
D1,C15orf61,0.18564264827260157
D1,C19orf24,0.6539269701090309
D1,C19orf52,0.9793972962339234
D1,C19orf60,0.6815592104816727
D1,C1QB,0.01240202044716892
D1,C1R,1.1762170426119085e-4
D1,C1S,0.021659159253510814
D1,C1orf216,1
D1,C2,0.4676609379293909
D1,C2CD2L,0.03930911856642413
D1,C3,0.031133026792413074
D1,C4orf48,7.091393912210847e-8
D1,C5orf38,0.0020406417413168874
D1,C6orf136,0.2126482648088613
D1,C6orf48,1
D1,CADM4,1
D1,CALML5,7.025084093627803e-11
D1,CAMTA2,1
D1,CAPG,0.0840321384986909
D1,CARS2,1
D1,CBLC,1
